,N°,CODE_SH,LIBELLE REVISE,DD,RST,TUB,TVA,DUS,TSB,PSV,TAI,TUF,PCS,PUA,PCC
175,170,303240000,"-- Siluridés (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.)
congelés, à l'exclusion des abats de poissons des N° 0303.91 à 0303.99",10,1,,,,,,,,"0,8","0,2","0,5"
176,N°,CODE_SH,LIBELLE REVISE,DD,RST,TUB,TVA,DUS,TSB,PSV,TAI,TUF,PCS,PUA,PCC
177,171,303250000,"-- Carpes (Cyprinus carpio ... Mylopharyngodon piceus) congelés, à
l'exclusion des abats de poissons des N° 0303.91 à 0303.99",10,1,,,,,,,,"0,8","0,2","0,5"
178,172,303260000,"-- Anguilles (Anguilla spp.) congelés, à l'exclusion des abats de poissons
des N° 0303.91 à 0303.99",10,1,,,,,,,,"0,8","0,2","0,5"
179,173,303290000,"-- Perches du Nil (Lates niloticus) et poissons tête de serpent (Channa spp.)
congelés, sauf des abats de poissons des N° 0303.91 à 0303.99",10,1,,,,,,,,"0,8","0,2","0,5"
180,174,303310000,"-- Flétans (Reinhardtius hippoglossoides ... Hippoglossus stenolepis)
congelés, à l'exclusion des abats de poissons des N° 0303.91 à 0303.99",10,1,,,,,,,,"0,8","0,2","0,5"
181,175,303320000,"-- Plies ou carrelets (Pleuronectes platessa) congelés, à l'exclusion des
abats de poissons des N° 0303.91 à 0303.99",10,1,,,,,,,,"0,8","0,2","0,5"
182,176,303330000,"-- Soles (Solea spp.) congelés, à l'exclusion des abats de poissons des N°
0303.91 à 0303.99",10,1,,,,,,,,"0,8","0,2","0,5"
183,177,303340000,"-- Turbots (Psetta maxima,) congelés, à l'exclusion des abats de poissons
des N° 0303.91 à 0303.99",10,1,,,,,,,,"0,8","0,2","0,5"
184,178,303390000,"-- Poissons plats, congelés, autres que flétans, plies ou carrelets, soles et
turbots, sauf les abats de poissons des N° 0303.91 à 0303.99",10,1,,,,,,,,"0,8","0,2","0,5"
185,179,303410000,"-- Thons blancs ou germons (Thunnus alalunga) congelés, à l'exclusion des
abats de poissons des N° 0303.91 à 0303.99",10,1,,,,,,,,"0,8","0,2","0,5"
186,180,303420000,"-- Thons à nageoires jaunes (Thunnus albacares) congelés, à l'exclusion
des abats de poissons des N° 0303.91 à 0303.99",10,1,,,,,,,,"0,8","0,2","0,5"
187,181,303430000,"-- Listaos ou bonites à ventre rayé congelés, à l'exclusion des abats de
poissons des N° 0303.91 à 0303.99",10,1,,,,,,,,"0,8","0,2","0,5"
188,182,303440000,"-- Thons obèses (Thunnus obesus) congelés, à l'exclusion des abats de
poissons des N° 0303.91 à 0303.99",10,1,,,,,,,,"0,8","0,2","0,5"
189,183,303450000,"-- Thons rouges de l'Atlantique et du Pacifique (Thunnus thynnus, Thunnus
orientalis) congelés, sauf les abats des N° 0303.91 à 0303.99",10,1,,,,,,,,"0,8","0,2","0,5"
190,184,303460000,"-- Thons rouges du sud (Thunnus maccoyii) congelés, à l'exclusion des
abats de poissons des N° 0303.91 à 0303.99",10,1,,,,,,,,"0,8","0,2","0,5"
191,185,303490000,"-- Autres thons (du genre thunnus) congelés,  non dénommés ailleurs, à
l'exclusion des abats de poissons des N° 0303.91 à 0303.99",10,1,,,,,,,,"0,8","0,2","0,5"
192,186,303510000,"-- Harengs (Clupea harengus, Clupea pallasii) congelés, à l'exclusion des
abats de poissons des N° 0303.91 à 0303.99",10,1,,,,,,,,"0,8","0,2","0,5"
193,187,303530000,"-- Sardines (Sardina pilchardus...),sardinelles (Sardinella spp.), sprats ou
esprots (...) congelés, sauf les abats des N° 0303.91 à 0303.99",10,1,,,,,,,,"0,8","0,2","0,5"
194,188,303540000,"-- Maquereaux (Scomber scombrus, Scomber australasicus, Scomber
japonicus) congelés, à l'exclusion des abats des N° 0303.91 à 0303.99",10,1,,,,,,,,"0,8","0,2","0,5"
195,189,303550000,"-- Chinchards (Trachurus spp.) congelés, à l'exclusion des abats de
poissons des N° 0303.91 à 0303.99",10,1,,,,,,,,"0,8","0,2","0,5"
196,190,303560000,"-- Mafous (Rachycentron canadum) congelés, à l'exclusion des abats de
poissons des N° 0303.91 à 0303.99",10,1,,,,,,,,"0,8","0,2","0,5"
197,N°,CODE_SH,LIBELLE REVISE,DD,RST,TUB,TVA,DUS,TSB,PSV,TAI,TUF,PCS,PUA,PCC
198,191,303570000,"-- Espadons (Xiphias gladius) congelés, à l'exclusion des abats de poissons
des N° 0303.91 à 0303.99",10,1,,,,,,,,"0,8","0,2","0,5"
199,192,303590000,"-- Autres poissons, frais ou réfrigérés non dénommés ailleurs, , à l'exclusion
des abats de poissons comestibles des N° 0303.91 à 0303.99",10,1,,,,,,,,"0,8","0,2","0,5"
200,193,303630000,"-- Morues (Gadus morhua, Gadus ogac, Gadus macrocephalus) congelés,
à l'exclusion des abats de poissons comestibles des N° 0303.91 à 0303.99",10,1,,,,,,,,"0,8","0,2","0,5"
201,194,303640000,"-- Eglefins (Melanogrammus aeglefinus) congelés, à l'exclusion des abats
de poissons comestibles des N° 0303.91 à 0303.99",10,1,,,,,,,,"0,8","0,2","0,5"
202,195,303650000,"-- Lieus noirs (Pollachius virens) congelés, à l'exclusion des abats de
poissons comestibles des N° 0303.91 à 0303.99",10,1,,,,,,,,"0,8","0,2","0,5"
203,196,303660000,"-- Merlus (Merluccius spp., Urophycis spp.) congelés, à l'exclusion des
abats de poissons comestibles des N° 0303.91 à 0303.99",10,1,,,,,,,,"0,8","0,2","0,5"
204,197,303670000,"-- Lieus d?Alaska (Theragra chalcogramma) congelés, à l'exclusion des
abats de poissons comestibles des N° 0303.91 à 0303.99",10,1,,,,,,,,"0,8","0,2","0,5"
205,198,303680000,"-- Merlans bleus (Micromesistius poutassou ou australis) congelés, à
l'exclusion des abats de poissons comestibles des N° 0303.91 à 0303.99",10,1,,,,,,,,"0,8","0,2","0,5"
206,199,303690000,"-- Autres poissons des familles Bregmacerotidae …,  congelés, non
dénommés ailleurs, à l'exclusion des abats des N° 0303.91 à 0303.99",10,1,,,,,,,,"0,8","0,2","0,5"
207,200,303810000,"-- Squales congelés, à l'exclusion des abats de poissons comestibles des
N° 0303.91 à 0303.99",10,1,,,,,,,,"0,8","0,2","0,5"
208,201,303820000,"-- Raies (Rajidae) congelés, à l'exclusion des abats de poissons
comestibles des N° 0303.91 à 0303.99",10,1,,,,,,,,"0,8","0,2","0,5"
209,202,303830000,"-- Légines (Dissostichus spp.) congelés, à l'exclusion des abats de poissons
comestibles des N° 0303.91 à 0303.99",10,1,,,,,,,,"0,8","0,2","0,5"
210,203,303840000,"-- Bars (Dicentrarchus spp.) congelés, à l'exclusion des abats de poissons
comestibles des N° 0303.91 à 0303.99",10,1,,,,,,,,"0,8","0,2","0,5"
211,204,303890000,"-- Autres poissons congelés, non dénommés ailleurs, à l'exclusion des
abats de poissons comestibles des N° 0303.91 à 0303.99",10,1,,,,,,,,"0,8","0,2","0,5"
212,205,303910000,"--  Foies, oeufs et laitances de poissons comestibles, congélés",20,1,,,,,,,,"0,8","0,2","0,5"
213,206,303920000,"--  Ailerons de requins, congélés",20,1,,,,,,,,"0,8","0,2","0,5"
214,207,303990000,"-- Nageoires, têtes, queues, vessies natatoires et autres abats de poissons
comestibles, congélés, sauf les N° 0303.91 et 0303.92",20,1,,,,,,,,"0,8","0,2","0,5"
215,208,304310000,-- Filets de tilapias (Oreochromis spp.) frais ou réfrigérés,20,1,,,,,,,,"0,8","0,2","0,5"
216,209,304320000,"-- Filets de siluridés (Pangasius spp., Silurus spp., Clarias spp., Ictalurus
spp.) frais ou réfrigérés",20,1,,,,,,,,"0,8","0,2","0,5"
217,210,304330000,-- Filets de perches du Nil (Lates niloticus) frais ou réfrigérés,20,1,,,,,,,,"0,8","0,2","0,5"
218,211,304390000,"-- Filets de carpes (Cyprinus … piceus), d'anguilles (Anguilla spp.) et de
poissons tête de serpent (Channa spp.),  frais ou réfrigérés",20,1,,,,,,,,"0,8","0,2","0,5"
219,212,304410000,"-- Filets de saumons du Pacifique (Oncorhy...), saumons de l'Atlantique
(Salmo salar) et saumons du Danube (Hucho ...),  frais ou réfrigérés",20,1,,,,,,,,"0,8","0,2","0,5"
220,N°,CODE_SH,LIBELLE REVISE,DD,RST,TUB,TVA,DUS,TSB,PSV,TAI,TUF,PCS,PUA,PCC
221,213,304420000,"-- Filets de truites (Salmo trutta, Oncorhynchus mykiss ... chrysogaster) ,
frais ou réfrigérés",20,1,,,,,,,,"0,8","0,2","0,5"
222,214,304430000,"-- Filets de poissons plats (Pleuronectidés, Bothidés, Cynoglossidés,
Soléidés, Scophthalmidés et Citharidés) , frais ou réfrigérés",20,1,,,,,,,,"0,8","0,2","0,5"
223,215,304440000,"-- Filets de poissons des familles Bregmacerotidae ... Muraenolepididae ,
frais ou réfrigérés",20,1,,,,,,,,"0,8","0,2","0,5"
224,216,304450000,"-- Filets d'espadons (Xiphias gladius) , frais ou réfrigérés",20,1,,,,,,,,"0,8","0,2","0,5"
225,217,304460000,"-- Filets de légines (Dissostichus spp.) , frais ou réfrigérés",20,1,,,,,,,,"0,8","0,2","0,5"
226,218,304470000,-- Filets de squales frais ou refrigérés,20,1,,,,,,,,"0,8","0,2","0,5"
227,219,304480000,--  Filets de raies (sajidae) frais ou refrigérés,20,1,,,,,,,,"0,8","0,2","0,5"
228,220,304490000,"-- Autres filets d'autres poissons frais ou réfrigérés,  non dénommés ailleurs",20,1,,,,,,,,"0,8","0,2","0,5"
229,221,304510000,"-- Autre chair de tilapias..., siluridés.., carpes..., anguilles..., perches du Nil...
et poissons tête de serpent..., fraîche ou réfrigérée",20,1,,,,,,,,"0,8","0,2","0,5"
230,222,304520000,--  Autre chair de salmonidés fraîche ou réfrigérée,20,1,,,,,,,,"0,8","0,2","0,5"
231,223,304530000,"--  Autre chair de poissons des familles Bregmacerotidae ...
Muraenolepididae, fraîche ou réfrigérée",20,1,,,,,,,,"0,8","0,2","0,5"
232,224,304540000,"-- Autre chair d'espadons (Xiphias gladius), fraîche ou réfrigérée",20,1,,,,,,,,"0,8","0,2","0,5"
233,225,304550000,"-- Autre chair de légines (Dissostichus spp.), fraîche ou réfrigérée",20,1,,,,,,,,"0,8","0,2","0,5"
234,226,304560000,"-- Chair de squales (même hachée), autre que filets, fraiche ou réfrigérée",20,1,,,,,,,,"0,8","0,2","0,5"
235,227,304570000,"--  Chair de raies (Rajidae), même hachée, autre que filets, fraiche ou
réfrigérée",20,1,,,,,,,,"0,8","0,2","0,5"
236,228,304590000,-- Autres chairs de poissons fraîches ou non dénommées ailleurs,20,1,,,,,,,,"0,8","0,2","0,5"
237,229,304610000,-- Filets de tilapias (Oreochromis spp.) congelés,20,1,,,,,,,,"0,8","0,2","0,5"
238,230,304620000,"-- Filets de siluridés (Pangasius spp., Silurus spp., Clarias spp., Ictalurus
spp.) congelés",20,1,,,,,,,,"0,8","0,2","0,5"
239,231,304630000,-- Filets de perches du Nil (Lates niloticus) congelés,20,1,,,,,,,,"0,8","0,2","0,5"
240,232,304690000,"-- Filets de carpes (Cyprinus … piceus), d'anguilles (Anguilla spp.) et de
poissons tête de serpent (Channa spp.), congelés",20,1,,,,,,,,"0,8","0,2","0,5"
241,233,304710000,"-- Filets de morues (Gadus morhua, Gadus ogac, Gadus macrocephalus)
congelés",20,1,,,,,,,,"0,8","0,2","0,5"
242,234,304720000,-- Filets de eglefins (Melanogrammus aeglefinus) congelés,20,1,,,,,,,,"0,8","0,2","0,5"
243,235,304730000,-- Filets de lieus noirs (Pollachius virens) congelés,20,1,,,,,,,,"0,8","0,2","0,5"
244,236,304740000,"-- Filets de merlus (Merluccius spp., Urophycis spp.) congelés",20,1,,,,,,,,"0,8","0,2","0,5"
245,237,304750000,-- Filets de lieus d?'Alaska (Theragra chalcogramma) congelés,20,1,,,,,,,,"0,8","0,2","0,5"
246,238,304790000,"-- Autres filets de poissons des familles Bregmacerotidae ...
Muraenolepididae congelés",20,1,,,,,,,,"0,8","0,2","0,5"
247,239,304810000,"--  Filets de saumons du Pacifique (Oncorhy...), saumons de l'Atlantique
(Salmo salar) et saumons du Danube (Hucho ...), congelés",20,1,,,,,,,,"0,8","0,2","0,5"
248,N°,CODE_SH,LIBELLE REVISE,DD,RST,TUB,TVA,DUS,TSB,PSV,TAI,TUF,PCS,PUA,PCC
249,240,304820000,"-- Filets de truites (Salmo trutta, Oncorhynchus mykiss ... chrysogaster) ,
congelés",20,1,,,,,,,,"0,8","0,2","0,5"
250,241,304830000,"-- Filets de poissons plats (Pleuronectidés, Bothidés, Cynoglossidés,
Soléidés, Scophthalmidés et Citharidés) , congelés",20,1,,,,,,,,"0,8","0,2","0,5"
251,242,304840000,"-- Filets d'espadons (Xiphias gladius) , congelés",20,1,,,,,,,,"0,8","0,2","0,5"
252,243,304850000,-- Filets de légines (Dissostichus spp.) congelés,20,1,,,,,,,,"0,8","0,2","0,5"
253,244,304860000,"-- Filets de Harengs (Clupea harengus, Clupea pallasii) congelés",20,1,,,,,,,,"0,8","0,2","0,5"
254,245,304870000,"-- Filets de thons (du genre Thunnus), listaos ou bonites à ventre rayé
(Euthynnus (Katsuwonus) pelamis) congelés",20,1,,,,,,,,"0,8","0,2","0,5"
255,246,304880000,"-- Filets de squales, raies (Rajidae), congélés",20,1,,,,,,,,"0,8","0,2","0,5"
256,247,304890000,"-- Autres filets d'autres poissons congelés,  non dénommés ailleurs",20,1,,,,,,,,"0,8","0,2","0,5"
257,248,304910000,-- Autre chair d'espadons (Xiphias gladius) congelée,20,1,,,,,,,,"0,8","0,2","0,5"
258,249,304920000,-- Autre chair de légines (Dissostichus spp.) congelée,20,1,,,,,,,,"0,8","0,2","0,5"
259,250,304930000,"-- Autre chair de tilapias..., siluridés.., carpes..., anguilles..., perches du Nil...
et poissons tête de serpent..., congelée",20,1,,,,,,,,"0,8","0,2","0,5"
260,251,304940000,-- Autre chair de lieus d'?Alaska (Theragra chalcogramma) congelée,20,1,,,,,,,,"0,8","0,2","0,5"
261,252,304950000,"-- Autre chair de poissons des familles Bregmacerotidae... autres que les
lieus d?'Alaska (...) congelée",20,1,,,,,,,,"0,8","0,2","0,5"
262,253,304960000,"--  Chair de squales (même hachée), autre que filets, congélées",20,1,,,,,,,,"0,8","0,2","0,5"
263,254,304970000,"--  Chair de raies (Rajidae), même hachée, autre que filets congélées",20,1,,,,,,,,"0,8","0,2","0,5"
264,255,304990000,"-- Autres chairs de poissons congelées, non dénommées ailleurs",20,1,,,,,,,,"0,8","0,2","0,5"
265,256,305100000,"- Farines, poudres et agglomérés sous forme de pellets de poisson, propres
à l'alimentation humaine",10,1,,18,,,,,,"0,8","0,2","0,5"
266,257,305200000,"- Foies, oe?ufs et laitances de poissons, séchés, fumés, salés ou en
saumure",20,1,,18,,,,,,"0,8","0,2","0,5"
267,258,305310000,"-- Filets de tilapia...,siluridé..,carpe...,anguille..., perche du Nil... et poissons
tête de...,séchés, salés ou en saumure, mais non fumés",20,1,,18,,,,,,"0,8","0,2","0,5"
268,259,305320000,"-- Filets de poissons des familles Bregmacerotidae … Muraenolepididae,
séchés, salés ou en saumure, mais non fumés",20,1,,18,,,,,,"0,8","0,2","0,5"
269,260,305390000,"-- Autres filets de poissons  autres que tilapias …, poissons des familles
Bregmacerotidae …, séchés, salés ou en saumure, mais non fumés",20,1,,18,,,,,,"0,8","0,2","0,5"
270,261,305410000,"-- saumons du Pacifique(..), de l'Atlantique(..) et du Danube( ..) fumés, y
compris les filets, autres que les abats de poissons comestibles",20,1,,18,,,,,,"0,8","0,2","0,5"
271,262,305420000,"-- Harengs (Clupea harengus, Clupea pallasii) fumés, y compris les filets,
autres que les abats de poissons comestibles",20,1,,18,,,,,,"0,8","0,2","0,5"
272,263,305430000,"-- Truites (Salmo trutta ... chrysogaster) fumés, y compris les filets, autres
que les abats de poissons comestibles",20,1,,18,,,,,,"0,8","0,2","0,5"
273,264,305440000,"--  Tilapia..,siluridé..,carpe.    et poissons tête de serpent..  fumés, y compris
les filets, autres que les abats de poissons comestibles",20,1,,18,,,,,,"0,8","0,2","0,5"
274,N°,CODE_SH,LIBELLE REVISE,DD,RST,TUB,TVA,DUS,TSB,PSV,TAI,TUF,PCS,PUA,PCC
275,265,305490000,"-- Autres poissons fumés,  y compris les filets, autres que les abats de
poissons comestibles, saumons…, harengs…, truites…, tilapias…",20,1,,18,,,,,,"0,8","0,2","0,5"
276,266,305510000,"-- Morues (Gadus morhua, Gadus ogac, Gadus macrocephalus) séchées,
autres que les abats de poissons comestibles, même salées mais non fumées",20,1,,18,,,,,,"0,8","0,2","0,5"
277,267,305520000,"--  Tilapia..,siluridé..,carpe…,anguille...et poissons tête de serpent...
séchés, autr que les abats comestibles, même salés mais non fumés",20,1,,18,,,,,,"0,8","0,2","0,5"
278,268,305530000,"-- Poissons des familles Bregmacerotidae,... autres que morues (...),
séchés, autres que les abats comestibles, même salés mais non fumés",20,1,,18,,,,,,"0,8","0,2","0,5"
279,269,305540000,"-- Harengs...sardines…sardinelles…maquereaux...chinchards, voiliers…,
séchés, autres que les abats comestibles, même salés mais non fumés",20,1,,18,,,,,,"0,8","0,2","0,5"
280,270,305590000,"-- Poissons séchés, autres que les morues (…) et les abats de poissons
comestibles, même salés mais non fumés",20,1,,18,,,,,,"0,8","0,2","0,5"
281,271,305610000,"-- Harengs (Clupea harengus, pallasii) salés mais non séchés ni fumés et
harengs en saumure, autres que leurs abats  comestibles",20,1,,18,,,,,,"0,8","0,2","0,5"
282,272,305620000,"-- Morues (Gadus morhua,  ogac, macrocephalus) salées mais non séchées ni fumées et morues en saumure, autres que leurs abats
comestibles",20,1,,18,,,,,,"0,8","0,2","0,5"
283,273,305630000,"-- Anchois (Engraulis spp.) salés mais non séchés ni fumés et anchois en
saumure, autres que leurs abats  comestibles",20,1,,18,,,,,,"0,8","0,2","0,5"
284,274,305640000,"-- Tilapia..,siluridé..,carpe.... et poissons tête de ...  salés mais non séchés
ni fumés ou en saumure, autres que leurs abats  comestibles",20,1,,18,,,,,,"0,8","0,2","0,5"
285,275,305690000,"-- Autres poissons salés mais non séchés ni fumés ou en saumure, autres
que leurs abats comestibles, harengs…, morues…, anchois… et tilapias",20,1,,18,,,,,,"0,8","0,2","0,5"
286,276,305710000,-- Ailerons de requins,20,1,,18,,,,,,"0,8","0,2","0,5"
287,277,305721000,--- Têtes de morues,20,1,,18,,,,,,"0,8","0,2","0,5"
288,278,305729000,"--- Têtes autres que de morues, queues et vessies natatoires de poissons",20,1,,18,,,,,,"0,8","0,2","0,5"
289,279,305790000,"-- Nageoires autres que  ailerons de requins et autres abats de poissons
comestibles",20,1,,18,,,,,,"0,8","0,2","0,5"
290,280,306110000,"-- Langoustes (Palinurus spp., Panulirus spp., Jasus spp.) congelées",20,1,,18,,,,,,"0,8","0,2","0,5"
291,281,306120000,-- Homards (Homarus spp.) congelés,20,1,,18,,,,,,"0,8","0,2","0,5"
292,282,306140000,-- Crabes congelés,20,1,,18,,,,,,"0,8","0,2","0,5"
293,283,306150000,-- Langoustines (Nephrops norvegicus) congelées,20,1,,18,,,,,,"0,8","0,2","0,5"
294,284,306160000,"-- Crevettes d?'eau froide (Pandalus spp., Crangon crangon) congelées",20,1,,18,,,,,,"0,8","0,2","0,5"
295,285,306170000,-- Autres crevettes congelées,20,1,,18,,,,,,"0,8","0,2","0,5"
296,286,306191000,"---. Farines, poudres et agglomérés sous forme de pellets de crustacés,
propres à l'alimentation humaine, congelés",10,1,,18,,,,,,"0,8","0,2","0,5"
297,287,306199000,--- Autres crustacés congelés,20,1,,18,,,,,,"0,8","0,2","0,5"
298,288,306310000,"-- Langoustes (Palinurus spp., Panulirus spp., Jasus spp.), vivantes,
fraiches,réfrigérées",20,1,,18,,,,,,"0,8","0,2","0,5"
299,N°,CODE_SH,LIBELLE REVISE,DD,RST,TUB,TVA,DUS,TSB,PSV,TAI,TUF,PCS,PUA,PCC
300,289,306320000,"-- Homards (Homarus spp.), vivants, frais, réfrigérés",20,1,,18,,,,,,"0,8","0,2","0,5"
301,290,306330000,"-- Crabes, vivants, frais, réfrigérés",20,1,,18,,,,,,"0,8","0,2","0,5"
302,291,306340000,"-- Langoustines (Nephrops norvegicus), vivantes, fraiches, réfrigérées",20,1,,18,,,,,,"0,8","0,2","0,5"
303,292,306350000,"-- Crevettes d'eau froide (Pandalus spp., Crangon crangon), vivantes,
fraiches, réfrigérées",20,1,,18,,,,,,"0,8","0,2","0,5"
304,293,306360000,"-- Crevettes autres que d'eau froide, vivantes, fraiches, réfrigérées",20,1,,18,,,,,,"0,8","0,2","0,5"
305,294,306391000,"---. Farines, poudres et agglomérés sous forme de pellets de crustacés,
propres à l'alimentation humaine",10,1,,18,,,,,,"0,8","0,2","0,5"
306,295,306399000,"--- Autres crustacés vivants, frais ou réfrigérés du N°03.06",20,1,,18,,,,,,"0,8","0,2","0,5"
307,296,306910000,"--  Langoustes (Palinurus spp., Panulirus spp., Jasus spp.), autres que
congélées, vivantes, fraiches ou réfrigérées",20,1,,18,,,,,,"0,8","0,2","0,5"
308,297,306920000,"--  Homards (Homarus spp.),  autres que congélés, vivants, frais ou
réfrigérés",20,1,,18,,,,,,"0,8","0,2","0,5"
